category,count
"Marketing Services,Advertising Services,Personal Care Product Manufacturing",1
"Business Consulting and Services,IT System Custom Software Development,IT Services and IT Consulting",1
"Wholesale Metals and Minerals,Primary Metal Manufacturing",1
"Water Supply and Irrigation Systems,Water, Waste, Steam, and Air Conditioning Services",1
"Professional Services,Digital Accessibility Services",1
"Technology, Information and Media,Entertainment Providers,IT Services and IT Consulting",1
"Security and Investigations,Professional Training and Coaching",1
"IT Services and IT Consulting,Financial Services,Investment Banking",1
"Appliances, Electrical, and Electronics Manufacturing,Aviation and Aerospace Component Manufacturing,Electric Power Transmission, Control, and Distribution",1
"Repair and Maintenance,HVAC and Refrigeration Equipment Manufacturing",1
"Fashion Accessories Manufacturing,Furniture and Home Furnishings Manufacturing",1
"Software Development,Marketing Services,Internet Marketplace Platforms",1
"Renewable Energy Semiconductor Manufacturing,Utilities,Electric Power Generation",1
"Staffing and Recruiting,Defense and Space Manufacturing,Manufacturing",1
Maintenance/Repair,1
"Real estate,Financial Services,Staffing and Recruiting",1
"Human Resources Services,Hospitality,Retail",1
"Data Infrastructure and Analytics,Software Development,Computer and Network Security",1
Admin Support Team,1
"Professional Services,Business Consulting and Services,Staffing and Recruiting",1
Business Operations & Sales Support,1
Agency/Field Services,1
"Financial Services,Real estate,Construction",1
"Pharmaceutical Manufacturing,Machinery Manufacturing,Appliances, Electrical, and Electronics Manufacturing",1
"Real Estate,Technology, Information and Media,Software Development",1
"Software Development,Technology, Information and Media,Insurance",1
"Advertising Services,Hospitals and Health Care,Marketing Services",1
841 Heidelberg Press,1
Sales Leader,1
"Consumer Services,Retail,Retail Luxury Goods and Jewelry",1
"Green, WI",1
E2035 - Senior Sales Program Analyst,1
Actuarial & Risk Analysis,1
Vehicle Service Technician,1
Professional-NonClinical,1
"Staffing and Recruiting,Accounting,Legal Services",1
"Marketing Services,Professional Services,Writing and Editing",1
CFO IT,1
Unarmed Security Team Lead,1
Building structure cleaners,1
28096,1
"IT Services and IT Consulting,Air, Water, and Waste Program Management,Hotels and Motels",1
"Chemical Manufacturing,Personal Care Product Manufacturing,Wholesale Chemical and Allied Products",1
MS - EOSITMS UK - Stripe - AV,1
"Utilities,Facilities Services,Manufacturing",1
"Staffing and Recruiting,Retail Apparel and Fashion,Wellness and Fitness Services",1
Staffing Coordinator,1
"Biotechnology Research,Pharmaceutical Manufacturing,Consumer Services",1
"Telecommunications,Magnetic and Optical Media Manufacturing,Engineering Services",1
"Consumer Goods,Beverage Manufacturing",1
"Biotechnology Research,Non-profit Organizations,Pharmaceutical Manufacturing",1
"Administrative and Support Services,Banking,Investment Banking",1
"Manufacturing,Industrial Machinery Manufacturing,Engineering Services",1
"Information Technology & Services,Manufacturing,Electrical Equipment Manufacturing",1
"Technology, Information and Media,Financial Services,Data Infrastructure and Analytics",1
Wesco,1
HTL Direct,1
"Manufacturing,Industrial Machinery Manufacturing,Fabricated Metal Products",1
Information Technology / IT,1
"Retail Apparel and Fashion,Fashion Accessories Manufacturing,Internet Marketplace Platforms",1
"Information Services,Personal Care Product Manufacturing,Events Services",1
Community Memorial Hospital,1
"Credit Intermediation,Investment Banking",1
"Legal Services,Semiconductor Manufacturing",1
Meteorologists,1
Pressure Washer (Graveyard),1
Hospitality Associate Part Time,1
"education,manufacturing",1
"Chemical Manufacturing,Chemical Raw Materials Manufacturing,Paint, Coating, and Adhesive Manufacturing",1
"Medical Equipment Manufacturing,Marketing Services,Hospitals and Health Care",1
"Services for Renewable Energy,Writing and Editing",1
"Manufacturing,Construction,Machinery Manufacturing",1
"Investment Management,Investment Banking,Hospitality",1
"Motor Vehicle Manufacturing,Transportation, Logistics, Supply Chain and Storage,Engineering Services",1
"Insurance Agencies and Brokerages,Insurance Carriers,Insurance and Employee Benefit Funds",1
"Computer and Network Security,IT System Operations and Maintenance,IT Services and IT Consulting",1
"E4260 - Associate, Vendor Performance",1
"Motor Vehicle Parts Manufacturing,Online and Mail Order Retail",1
"Food Production,Manufacturing,Food and Beverage Manufacturing",1
"Industrial Machinery Manufacturing,Machinery Manufacturing,Electrical Equipment Manufacturing",1
NURSING-STAFF - OR/PERIOPERATIVE,1
"Alachua, FL",1
"Staffing and Recruiting,Executive Offices,Facilities Services",1
"Hospitals and Health Care,Oil and Gas",1
"Telephone Call Centers,Business Consulting and Services,Hospitals and Health Care",1
"Shipbuilding,Maritime Transportation,Manufacturing",1
N1219 - Bev/Chemical Coordinator,1
"Staffing and Recruiting,Manufacturing,Aviation and Aerospace Component Manufacturing",1
"Hospitals and Health Care,Non-profit Organizations,Medical Practices",1
E2944 - Director New Business Local Sales,1
"Administration of Justice,Executive Offices",1
Retirement,1
Leadership - Clinical Nurse Educator,1
Leadership - Med/Surg,1
"Hospitals and Health Care,Public Health,Government Administration",1
HR Operations,1
"Law Practice,Repair and Maintenance,Office Administration",1
"Facilities Services,Professional Services",1
Terminals,1
Legal/Compliance,1
N1798 - Major Account Coordinator,1
"E4074 - Manager, FP&A - CHEF’STORE",1
E2087 - Regional Sales Mgr,1
Client Service Representative (CSR),1
Associate Veterinarian,1
"Graphic Design,Packaging and Containers Manufacturing,Wholesale",1
State Tested Nurse Aide,1
Operations Data and Process Architect,1
E4400 - Manager Customer Service Stock Yards,1
GME Chief Resident,1
Replacing: Madison Smith #W2I,1
Replacing: Juan Armenta Ramirez #W2I,1
"Packaging and Containers Manufacturing,Printing Services,Manufacturing",1
"Advertising Services,Design Services,Technology, Information and Media",1
Other Engineering,1
"Health and Human Services,Real Estate",1
"Investment Management,Investment Banking,Investment Advice",1
"Aviation and Aerospace Component Manufacturing,Airlines and Aviation,Government Administration",1
"Robotics Engineering,Legal Services",1
"Wholesale Metals and Minerals,Mining,Manufacturing",1
"Semiconductor Manufacturing,Chemical Raw Materials Manufacturing",1
"Non-profit Organizations,Government Administration,Health and Human Services",1
"Real estate,Construction,Utilities",1
"Consumer Services,Retail Health and Personal Care Products",1
"Architecture and Planning,Retail,Design Services",1
#cl_installer1,1
"Retail Apparel and Fashion,Retail,Facilities Services",1
Facilities/Ground Maintenance,1
Transition & Implementation,1
"Fabricated Metal Products,Appliances, Electrical, and Electronics Manufacturing",1
"Truck Transportation,Freight and Package Transportation,Accounting",1
"Medical Practices,Hospitals and Health Care,Hospitality",1
"Insurance Agencies and Brokerages,Venture Capital and Private Equity Principals,Investment Management",1
"Physics, Education",1
"Measuring and Control Instrument Manufacturing,Manufacturing,Aviation and Aerospace Component Manufacturing",1
"Higher Education,IT Services and IT Consulting,Hospitals and Health Care",1
"Banking,Venture Capital and Private Equity Principals,Capital Markets",1
"IT Services and IT Consulting,Staffing and Recruiting,Information Services",1
"IT System Testing and Evaluation,IT Services and IT Consulting",1
"IT Services and IT Consulting,Telecommunications,Hospitals and Health Care",1
Engineering and Technical,1
"Engineering, Chief Engineer",1
"IT System Custom Software Development,Software Development,Aviation and Aerospace Component Manufacturing",1
"Okfuskee, OK",1
Business System,1
"Government Relations Services,Law Enforcement,Legal Services",1
"Hospitality,Events Services,Recreational Facilities",1
"IT System Custom Software Development,IT Services and IT Consulting,Government Administration",1
"Broadcast Media Production and Distribution,Information Technology & Services,Technology, Information and Media",1
"Acctg.,Fin,RevCyc-Tax",1
"Civil Engineering,Construction,Facilities Services",1
#W2I Replacing Kaleb Okuley,1
"Information Services,Technology, Information and Media,Software Development",1
App,1
"Information Services,Technology, Information and Media,Financial Services",1
Chiropractor AZ,1
"Hinds, MS",1
Tax Reporting & Compliance,1
"Staffing and Recruiting,IT Services and IT Consulting,Design Services",1
#W2I Replacing Ceazer Bucasas,1
"Mental Health Care,Non-profit Organizations,Primary and Secondary Education",1
"Gambling Facilities and Casinos,IT Services and IT Consulting",1
"Technology, Information and Media,IT System Data Services",1
"Motor Vehicle Manufacturing,Automation Machinery Manufacturing,Wholesale Motor Vehicles and Parts",1
#W2I Replacing Marcos Briseno,1
"Public Safety,Government Administration,Executive Offices",1
Replacing: Cory Bryant #W2I,1
Research and Sciences,1
"Manufacturing,Packaging and Containers Manufacturing,Paper and Forest Product Manufacturing",1
Replacing: John McClain #W2I,1
"Wholesale,Retail Apparel and Fashion,Retail",1
"Repair and Maintenance,Transportation, Logistics, Supply Chain and Storage",1
Replacing: Bradley Apple #W2I,1
#W2I replacing Charles Kohloff,1
#W2I Replacing Daniel Guthrie,1
"Computers and Electronics Manufacturing,Motor Vehicle Manufacturing,Engines and Power Transmission Equipment Manufacturing",1
"Motor Vehicle Manufacturing,Motor Vehicle Parts Manufacturing,Metal Valve, Ball, and Roller Manufacturing",1
"Primary and Secondary Education,Religious Institutions",1
Dispatch Team Lead,1
"Pharmaceutical Manufacturing,Retail Pharmacies,Wellness and Fitness Services",1
Analytics & Data Science,1
Detailer,1
"Opening for 2 IM's - 1 new headcount, 1 backfill (replacing Robert Buzash) #W2I",1
#W2I #cl_installer1,1
Customer Care Operations,1
Galleria Mall,1
Innovation,1
Payroll Specialist,1
"Retail Appliances, Electrical, and Electronic Equipment,Appliances, Electrical, and Electronics Manufacturing,Computers and Electronics Manufacturing",1
Replacing: Ilya Radchishin #W2I,1
"IT Services and IT Consulting,Software Development,Medical Equipment Manufacturing",1
"Natural Gas Distribution,Electric Power Transmission, Control, and Distribution",1
"Motor Vehicle Parts Manufacturing,Motor Vehicle Manufacturing,Spectator Sports",1
"Wholesale Appliances, Electrical, and Electronics,Appliances, Electrical, and Electronics Manufacturing",1
"Retail,International Trade and Development,Advertising Services",1
Business Analysis & Project Management,1
"IT System Operations and Maintenance,Software Development,IT System Custom Software Development",1
"Museums, Historical Sites, and Zoos,Non-profit Organizations,Historical Sites",1
Donor & Client Support Center,1
"Manufacturing,Commercial and Service Industry Machinery Manufacturing,Fabricated Metal Products",1
"Staffing and Recruiting,Aviation and Aerospace Component Manufacturing,Engines and Power Transmission Equipment Manufacturing",1
"Transportation, Logistics, Supply Chain and Storage,IT Services and IT Consulting,Outsourcing and Offshoring Consulting",1
"Higher education,Professional services",1
"Automation Machinery Manufacturing,Oil and Gas,Aviation and Aerospace Component Manufacturing",1
Replacing Kyle Davis #W2I,1
Nursing-Non RN,1
Fabric and Apparel Patternmakers,1
Administrative Services Managers,1
Executive Secretaries and Executive Administrative Assistants,1
Replacing Donta Mitchell Replacing Tad Page #W2I,1
Shuttle Operator Part Time,1
"Nursing RN, Family Medicine",1
New headcount for LHWS office opening,1
Pediatrician,1
"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1
"Medical Practices,Medical Equipment Manufacturing,Pharmaceutical Manufacturing",1
"Book and Periodical Publishing,Interior Design",1
"Education,Health and Human Services,Hospitals and Health Care",1
Technical & Science,1
"Alternative Medicine,Wellness and Fitness Services,Hospitality",1
Replacing Rickie Wooten #W2I,1
Opened on 3/12/26 for LHWS backfill - replacing Kelvin Nunez (Promoted to WSCR IM) #W2I,1
Replacing: Eric Sloan #W2I,1
Replacing Andrew Raiche #W2I,1
N1455 - Driver Check-In Clerk - Sr,1
"Manufacturing,Software Development",1
"Hospitals and Health Care,Hospitals,Administrative and Support Services",1
"Retail Apparel and Fashion,Wholesale Luxury Goods and Jewelry,Retail",1
"IT System Data Services,IT Services and IT Consulting,IT System Installation and Disposal",1
Field Administrative,1
Utilization Review and Case Management,1
"Construction,IT Services and IT Consulting,Manufacturing",1
"E4626 - Sr Manager, Sourcing",1
Inside Sales Representative,1
"Marketing Services,Advertising Services,Technology, Information and Internet",1
Property LeadershipDept Head/EC,1
AdministrativeAssociate,1
"Sporting Goods Manufacturing,Retail Apparel and Fashion",1
"Software Development,Financial Services,Investment Management",1
Replacing: Rayven LeFlash #W2I,1
"Staffing and Recruiting,Graphic Design,Appliances, Electrical, and Electronics Manufacturing",1
"Motor Vehicle Manufacturing,Engineering Services,Motor Vehicle Parts Manufacturing",1
Nursing Supervisor,1
Product Development & Management,1
"Investment Management,Banking,Investment Banking",1
CONTROL,1
Development,1
Compliance & Control,1
Housekeeping & LaundrySupervisor,1
"<p></p> <p><span style=""font-weight:800""> Location:</span> 1520 W Harrison St, Chicago, Illinois 60607</p> <p><span style=""font-weight:800""> Business Unit: </span>RUSH MD Anderson Cancer Center</p> <p></p> <p></p> <p><span style=""font-weight:800"">Work Type: </span>Full Time (Total FTE between 0.9 and 1.0)</p> <p><span style=""font-weight:800"">Travel Requirements:  Must be able to float to Oak Park and Lisle Locations</span></p> <p><span style=""font-weight:800"">Work Schedule: </span>Four 10-Hour Shifts per week - Monday to Friday</p> <p><span style=""font-weight:800"">Rush offers exceptional rewards and benefits learn more at our </span><a class=""has-tooltip"" href=""https://www.rush.edu/rush-careers/employee-benefits"" target=""_blank"" rel=""noopener noreferrer"">Rush benefits page</a> (https://www.rush.edu/rush-careers/employee-benefits).</p> <p><span style=""font-weight:800"">Pay Range: </span>$37.50 - $62.21 per hour</p><p></p><p><b>$7.00 per hour Float differential</b></p> Rush salaries are determined by many factors including, but not limited to, education, job-related experience and skills, as well as internal equity and industry specific market data. The pay range for each role reflects Rush’s anticipated wage or salary reasonably expected to be offered for the position. Offers may vary depending on the circumstances of each case. <p>Summary:<br />The Ambulatory RN 2 identifies patterns of patient responses and can use past experiences to implement solutions for current situations. The Ambulatory RN 2 is a competent nurse who has mastered technical skills and utilizes evidence based interventions. The Ambulatory RN 2 continues to collaborate with other members of the health care team when the need for assistance is identified. Exemplifies the Rush mission, vision and values and acts in accordance with Rush policies and procedures.</p> <p>Other information:<br />Required Job Qualifications:<br />• Current State of Illinois Registered Nurse licensure.<br />• Three years’ nursing experience.<br />• Earned Nursing Degree at the Baccalaureate level or higher for those hired after January 1, 20•<br />• All transfers to Rush University Medical Center or Rush University Medical Group from other Rush entities must have an earned nursing degree at the baccalaureate level or higher prior to the transfer. <br />• Chief Nursing Officer must provide approval for any RNs with ADN degree hired after 10/22/2020, based upon unit need. ADN RNs hired after 10/22/2020 must show continued enrolment towards a BSN degree with a signature of contract stipulating a BSN degree must be completed within 3 years of hire, Failure to do so will result in termination. ADN RNS are not eligible for leveling to RN3.<br />• Current CPR Certification.<br />•• Analytical ability. <br />• Communication skills in order to lead and teach. <br />• Ability to interact effectively with others in difficult situations.  <br />• The ability to check documents for errors, use a keyboard to enter or retrieve data, and closely examine specimens, images or reports.<br />- A specialty certification may be required for certain departments within 12 months of hire.<br /><br />Preferred Job Qualifications:<br />• National Certification.<br /><br />Physical Demands:<br />• Ability to walk throughout the Medical Center and to be standing or walking most of the designated shift. <br />• Ability to lifting or carrying objects 35-40lbs. and lifting and positioning patients, some of whom may exceed 300 lbs.  <br />• Work conditions include performing procedures where carelessness could result in injury or illness and/or contact with potentially infectious materials and/or strong chemical agents.<br /></p> <p>Responsibilities:<br />1.	Establishes a caring, therapeutic relationship with patients and families through effective communication, acknowledgement of patient/family perceptions of health and illness and mutual goal setting for optimal patient experience and outcomes. <br />2.	Implements a plan of care that incorporates the unique characteristics of patients, families, groups and communities. (Cultural, spiritual, intellectual, age educational and psychosocial). <br />3.	Maintains positive, professional relationships with all members of the healthcare team through effective communication, mutual support and respect. Collaborates and communicates consistently and effectively with other disciplines and services to meet the needs of patients/families. <br />4.	Utilizes resources to effectively resolve conflict and improve team relationships in support of a healthy work environment. <br />5.	Coordinates care using the nursing process, multidisciplinary collaboration and coordination of all appropriate health services and community resources across the care continuum. <br />6.	Utilizes evidence-based ambulatory care nursing interventions during clinical visits, telephone encounters, and electronic communications according to state regulations, regulatory agency standards and organizational policies and procedures. <br />7.	Communicates current evidence-based strategies, standards of care and protocols with peers. <br />8.	Participates in and contributes to system and clinic based quality initiatives, research, development of care protocols and evidence based activities that improve patient care and outcomes. <br />9.	Demonstrates accountability for implementing policies related to safe and effective administration of medications, the use of medical devices in the delivery of patient care and in the performance of patient procedures. <br />10.	Applies the teaching- learning process to meet the learning and self-management needs of patients and families. <br />11.	Assesses patient safety needs and implements appropriate strategies to minimize risk during clinical visits, telephone encounters and electronic communications. <br />12.	Recognizes changes in patient status and consistently responds effectively to optimize patient outcomes. <br />13.	Recognizes patterns and problems in a specific patient population that require evaluation. <br />14.	Demonstrates the ability to prioritize care for complex patients based on knowledge acquired from previous clinical experiences. <br />15.	Utilizes competent assessment skills to holistically evaluate the physical and psychosocial needs of patients and families throughout the care continuum. Critically analyzes patient cases and effectively adapts the plan of care. <br />16.	Establish regular communication patterns that facilitate the transition of care for patients and families across settings. <br />17.	Demonstrates accountability for own professional practice, including progress toward achievement of annual goals. <br />18.	Considers factors related to resources utilization when delivering care to patients and families.<br />19.	Supports clinic goals and change initiatives and participates in nursing shared governance. <br />20.	Collaborates with other clinic personnel to ensure task completion to consistently optimize patient outcomes. <br />21.	Provides education to staff and/or students in the clinic.</p> <p>Rush is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other legally protected characteristics.</p>",1
"Plastics Manufacturing,Manufacturing,Packaging and Containers Manufacturing",1
"Data Infrastructure and Analytics,Market Research,Marketing Services",1
"Non-profit Organizations,Hospitals and Health Care,Public Health",1
"Real Estate,Housing and Community Development,Housing Programs",1
"Financial Services,Technology, Information and Media,Non-profit Organizations",1
"Housing Programs,Hospitality",1
"Air, Water, and Waste Program Management,Utilities,Climate Technology Product Manufacturing",1
"Law Practice,Legal Services,Advertising Services",1
"Human Resources Services,Office Administration,Food and Beverage Services",1
"Banking,Capital Markets,IT Services and IT Consulting",1
E2799 - Field Menu Specialist,1
E3772 - Human Resource Manager II,1
"Environmental Services,Manufacturing,Engineering Services",1
"Technology, Information and Media,Software Development,Computer and Network Security",1
"Government Administration,Public Health,IT Services and IT Consulting",1
"Semiconductor Manufacturing,Computer Hardware Manufacturing,Accessible Hardware Manufacturing",1
"IT System Custom Software Development,Information Services,IT System Design Services",1
"Business Consulting and Services,Higher Education",1
"Engineering Services,Surveying and Mapping Services,Architecture and Planning",1
"Construction,Rail Transportation,Architecture and Planning",1
"Food and Beverage Services,Manufacturing,Consumer Services",1
"Wholesale Import and Export,Manufacturing,International Trade and Development",1
"Information Services,Technology, Information and Media,Robotics Engineering",1
"Technology, Information and Media,Appliances, Electrical, and Electronics Manufacturing,Social Networking Platforms",1
"IT Services and IT Consulting,Motor Vehicle Manufacturing,Retail Motor Vehicles",1
"Consumer Services,Manufacturing,Personal Care Product Manufacturing",1
"Architecture and Planning,Public Policy Offices",1
"Media Production,Advertising Services",1
"Staffing and Recruiting,IT System Operations and Maintenance",1
"Non-profit Organizations,Higher Education,Appliances, Electrical, and Electronics Manufacturing",1
"Outsourcing and Offshoring Consulting,Warehousing and Storage,Pharmaceutical Manufacturing",1
28098,1
"Commercial and Service Industry Machinery Manufacturing,Oil and Gas,Manufacturing",1
"Manufacturing,Financial Services,IT Services and IT Consulting",1
81- SFS Indirect Credit,1
"Consumer Services,Fashion Accessories Manufacturing,Retail Luxury Goods and Jewelry",1
"Real Estate,Design Services,Furniture and Home Furnishings Manufacturing",1
"Utilities,Oil and Gas,Oil, Gas, and Mining",1
"Financial Services,Investment Advice,Real Estate",1
"Legal Services,Investment Management",1
"Staffing and Recruiting,Software Development,Business Consulting and Services",1
"Semiconductor Manufacturing,Computer Hardware Manufacturing,Technology, Information and Media",1
"Food and Beverage Manufacturing,Plastics Manufacturing",1
"Motor Vehicle Manufacturing,Manufacturing,Wholesale Motor Vehicles and Parts",1
"Plastics Manufacturing,Pharmaceutical Manufacturing",1
"Telecommunications,Construction,Engineering Services",1
"Human Resources Services,Information Services,Technology, Information and Media",1
Diagnostic & Treatment Services,1
"Human Resources Services,Legal Services,Financial Services",1
"Construction,Manufacturing,Design Services",1
"Musicians,Wholesale Appliances, Electrical, and Electronics,Retail Apparel and Fashion",1
"Amusement Parks and Arcades,Theater Companies",1
"Investment Management,Building Construction",1
"Financial Services,Real Estate and Equipment Rental Services",1
"Biotechnology Research,Pharmaceutical Manufacturing,Professional Training and Coaching",1
"HVAC and Refrigeration Equipment Manufacturing,Manufacturing,Engineering Services",1
"Telecommunications,Computer and Network Security,IT Services and IT Consulting",1
"Manufacturing,Medical Equipment Manufacturing,Packaging and Containers Manufacturing",1
"Machinery Manufacturing,Aviation and Aerospace Component Manufacturing,Defense and Space Manufacturing",1
"Construction,Restaurants",1
"IT System Installation and Disposal,IT Services and IT Consulting,Computer and Network Security",1
51- Customer Care,1
"Utilities,Oil and Gas,Electrical Equipment Manufacturing",1
Clinical Sciences,1
"Capital Markets,Investment Banking,Financial Services",1
"Biotechnology Research,Plastics Manufacturing,Medical Equipment Manufacturing",1
"Computer Games,Entertainment Providers,Translation and Localization",1
"Insurance,IT System Training and Support,Financial Services",1
"Venture Capital and Private Equity Principals,Financial Services,Climate Technology Product Manufacturing",1
"Retail Luxury Goods and Jewelry,Wholesale Luxury Goods and Jewelry,Luxury Goods & Jewelry",1
"Telecommunications,Software Development,IT System Design Services",1
"Software Development,Information Services,Design Services",1
Quality Operations,1
"Retail,Retail Furniture and Home Furnishings,Construction",1
Administrative Operations,1
"Higher Education,Information Services,Technology, Information and Media",1
"Online Audio and Video Media,Book and Periodical Publishing,Media Production",1
"IT Services and IT Consulting,Banking,Technology, Information and Media",1
"Food & Beverages,Hospitality",1
MS - EOSITMS INC - A&O Shearman - AV,1
CLO Procurement,1
"Biotechnology Research,Transportation, Logistics, Supply Chain and Storage",1
Legal Group,1
"Hotels and Motels,Retail Apparel and Fashion,Public Relations and Communications Services",1
Packaging and Filling Machine Operators and Tenders,1
Branch,1
"Advertising Services,Book and Periodical Publishing,Government Relations Services",1
"Technology, Information and Media,IT System Operations and Maintenance,IT System Data Services",1
"Outsourcing and Offshoring Consulting,Advertising Services",1
"Technology, Information and Media,IT Services and IT Consulting,IT System Operations and Maintenance",1
"Aviation and Aerospace Component Manufacturing,Appliances, Electrical, and Electronics Manufacturing,Industrial Machinery Manufacturing",1
"Office Furniture and Fixtures Manufacturing,Wholesale Furniture and Home Furnishings",1
"Insurance,Staffing and Recruiting",1
40100129,1
"Retail Apparel and Fashion,Wholesale,Retail Luxury Goods and Jewelry",1
"Sports Teams and Clubs,Events Services",1
"Business Consulting and Services,Consumer Services,Retail Luxury Goods and Jewelry",1
"Law Practice,Legal Services,Alternative Dispute Resolution",1
"Marketing Services,Advertising Services,Public Relations and Communications Services",1
"Information Technology & Services,Automation Machinery Manufacturing,Retail",1
"Food and Beverage Services,Hospitals and Health Care",1
Measuring and Control Instrument Manufacturing,1
"Semiconductor Manufacturing,Computer Hardware Manufacturing,IT Services and IT Consulting",1
"Aviation and Aerospace Component Manufacturing,IT Services and IT Consulting,Appliances, Electrical, and Electronics Manufacturing",1
"Appliances, Electrical, and Electronics Manufacturing,Industrial Machinery Manufacturing,Aviation and Aerospace Component Manufacturing",1
"Hospitals and Health Care,Hospitals,Outpatient Care Centers",1
Data Infrastructure and Analytics,1
"Health and Human Services,Electrical Equipment Manufacturing",1
"Retail,Retail Furniture and Home Furnishings,IT System Installation and Disposal",1
"Appliances, Electrical, and Electronics Manufacturing,Electrical Equipment Manufacturing,Electric Lighting Equipment Manufacturing",1
"Aviation and Aerospace Component Manufacturing,Turned Products and Fastener Manufacturing",1
"Computer Hardware Manufacturing,Primary and Secondary Education",1
"Hotels and Motels,Hospitality",1
"Defense and Space Manufacturing,IT System Custom Software Development,Software Development",1
"Business Consulting and Services,Hospitals and Health Care,Professional Training and Coaching",1
"Venture Capital and Private Equity Principals,Hospitality,Investment Management",1
"Insurance Carriers,Entertainment Providers,Health and Human Services",1
"Law Practice,Legal Services,Trusts and Estates",1
"Hospitals and Health Care,Nursing Homes and Residential Care Facilities,Public Health",1
"Telephone Call Centers,Hospitals and Health Care",1
"Design Services,Construction",1
"Apparel & Fashion,Wholesale,Retail Apparel and Fashion",1
UI/ Visual Designer,1
"Law Practice,Professional Services",1
"Government Relations Services,Industrial Machinery Manufacturing",1
"Semiconductor Manufacturing,Technology, Information and Internet,Computer Hardware Manufacturing",1
"Water, Waste, Steam, and Air Conditioning Services",1
Audio and Video Equipment Manufacturing,1
"International Trade and Development,Financial Services",1
"IT Services and IT Consulting,Technology, Information and Media,Retail",1
"Legal Services,Professional Services",1
Sugar and Confectionery Product Manufacturing,1
Wholesale Furniture and Home Furnishings,1
"Construction,Building Construction,Real Estate",1
"Industrial Machinery Manufacturing,Appliances, Electrical, and Electronics Manufacturing,Machinery Manufacturing",1
"Engineering Services,Transportation, Logistics, Supply Chain and Storage",1
"Computers and Electronics Manufacturing,Retail Appliances, Electrical, and Electronic Equipment,Wholesale Appliances, Electrical, and Electronics",1
"Defense and Space Manufacturing,Appliances, Electrical, and Electronics Manufacturing",1
"Staffing and Recruiting,Services for Renewable Energy,Business Consulting and Services",1
"Non-profit Organizations,Legal Services",1
"Sporting Goods Manufacturing,Retail Apparel and Fashion,Wholesale",1
"Wireless Services,Telecommunications,Communications Equipment Manufacturing",1
"Hospitals and Health Care,Staffing and Recruiting,IT Services and IT Consulting",1
"Legal Services,Business Consulting and Services,Technology, Information and Media",1
"Equipment Rental Services,Construction",1
"Pharmaceutical Manufacturing,Biotechnology Research,Research Services",1
"Human Resources Services,IT Services and IT Consulting",1
"Entertainment Providers,Broadcast Media Production and Distribution,Technology, Information and Media",1
"Hospitality,Recreational Facilities,Maritime Transportation",1
"Retail Apparel and Fashion,Entertainment Providers,Spectator Sports",1
"IT Services and IT Consulting,Textile Manufacturing,Sporting Goods Manufacturing",1
"Facilities Services,Hospitals and Health Care",1
"Security and Investigations,Fire Protection",1
"Hospitals and Health Care,Medical Practices,Staffing and Recruiting",1
"Real Estate,Design Services,Construction",1
"Retail Furniture and Home Furnishings,Furniture and Home Furnishings Manufacturing",1
"Sporting Goods Manufacturing,Wholesale Apparel and Sewing Supplies",1
"Manufacturing,Semiconductor Manufacturing,Computers and Electronics Manufacturing",1
"Food and Beverage Manufacturing,Research Services",1
"Packaging and Containers Manufacturing,Retail Luxury Goods and Jewelry",1
"Manufacturing,Engineering Services,Industrial Machinery Manufacturing",1
"Information Services,Design Services,Technology, Information and Media",1
"Printing Services,Engineering Services,Retail Appliances, Electrical, and Electronic Equipment",1
"IT System Training and Support,IT System Data Services",1
National Accounts,1
Insurance Agencies and Brokerages,1
Wood Product Manufacturing,1
"Real estate,Investment Management",1
"Hospitality,Technology, Information and Media",1
"Motor Vehicle Parts Manufacturing,Turned Products and Fastener Manufacturing,Manufacturing",1
Urban Transit Services,1
Musicians,1
"Staffing and Recruiting,Hospitals and Health Care",1
Furniture,1
"Transportation, Logistics, Supply Chain and Storage,Wholesale Import and Export,Maritime Transportation",1
"Construction,Wholesale Building Materials,Wholesale",1
"Legal Services,Utilities",1
"Non-profit Organizations,Conservation Programs,Fundraising",1
"Pharmaceutical Manufacturing,Biotechnology Research,Business Consulting and Services",1
"Technology, Information and Internet,Data Infrastructure and Analytics,IT System Data Services",1
"Food and Beverage Manufacturing,Dairy Product Manufacturing,Food and Beverage Retail",1
"Chemical Manufacturing,Biotechnology Research,Food and Beverage Manufacturing",1
"Travel Arrangements,Technology, Information and Media,IT Services and IT Consulting",1
"Business Consulting and Services,Movies, Videos, and Sound",1
"Telecommunications,Software Development",1
"Electrical Equipment Manufacturing,Electric Lighting Equipment Manufacturing",1
"Textile Manufacturing,Wholesale Import and Export",1
"Retail,Appliances, Electrical, and Electronics Manufacturing,Manufacturing",1
"Freight and Package Transportation,Truck Transportation,Warehousing and Storage",1
"Aviation and Aerospace Component Manufacturing,Plastics and Rubber Product Manufacturing,Rubber Products Manufacturing",1
"Construction,Civil Engineering,Software Development",1
"Aviation and Aerospace Component Manufacturing,Manufacturing,Defense and Space Manufacturing",1
"Utilities,IT Services and IT Consulting,Information Services",1
"Printing Services,Hospitality",1
"Industrial Machinery Manufacturing,Manufacturing,Aviation and Aerospace Component Manufacturing",1
"Business Consulting and Services,Telecommunications",1
FULMaintenance,1
